"RMH Portland Volunteer Contact Info","Report date: January 21, 2018"

Name,Address,City,State,Zip,"Phone 1","Phone 2",Email,"Start Date",Notes
"Jones, Ron","250 Spurwink Ave",Ashburn,VA,20147,7034152427,,jonesey@yahoo.com,16-07-18,
"Jones, Rosemary","6 Walker St, apt 1",Ashburn,VA,20147,7036197215,,jonesey@yahoo.com,,"4/14/14 was in the hospital and will sub when feeling better."
"Jones, Russ","421 Jacob Ave",Ashburn,VA,20147,7038317519,,jonesey@yahoo.com,,
"Jones, Russ and Ann","421 Jacob Ave",Ashburn,VA,20147,7038317519,,jonesey@yahoo.com,,
"Jones, Sally","64 even: Lights Rd",Ashburn,VA,20147,7037993827,,jonesey@yahoo.com,,
"Jones, Samantha","175 Lancaster St",Ashburn,VA,20147,7037612960,,jonesey@yahoo.com,,"Group for Work Opportunities Unlimited - Cookie Crew"
"Jones, Sarah","19 Center St.",Ashburn,VA,20147,7035425380,,jonesey@yahoo.com,,
"Jones, Sarah","4 Raven Terrace",Ashburn,VA,20147,7033299368,,jonesey@yahoo.com,,"Springfield College Student back May/June 2014."
"Jones, Sarah","26 Deering Street #7",Ashburn,VA,20147,7036503396,,jonesey@yahoo.com,,"Marked as &quot;on leave&quot; 1/2015--hasn't been here in awhile"
"Jones, Seth","86 Murray St.",Ashburn,VA,20147,7037746863,,jonesey@yahoo.com,,"Applying for Peace Corps"
"Jones, Shanna and Matthew","994 Portland Road, Apt. 10",Ashburn,VA,20147,7033300522,,jonesey@yahoo.com,,
"Jones, Shelby","35 State St., Apt 2",Ashburn,VA,20147,7034503205,,jonesey@yahoo.com,16-02-26,
"Jones, Sonia","48 McLellen St.",Ashburn,VA,20147,7037298510,,jonesey@yahoo.com,15-09-28,
"Jones, Stacey","149 woodlands drive",Ashburn,VA,20147,7032333522,,jonesey@yahoo.com,,"out until 9/14; still supplying Family Room"
"Jones, Stacie","64 Greenwood Ave.",Ashburn,VA,20147,7033560689,,jonesey@yahoo.com,,"Husband is Daryn Deveau, co-worker of Rob Horne"
"Jones, Stacy","9 Lombard St",Ashburn,VA,20147,7037726579,,jonesey@yahoo.com,08-09-01,"Number above is work number (realty office)"
"Jones, Star","99 Maine Ave",Ashburn,VA,20147,7036536759,,jonesey@yahoo.com,,
"Jones, Stephanie","785 Congress St Apt 1",Ashburn,VA,20147,7034504530,,jonesey@yahoo.com,,
"Jones, Steve","PO Box 249",Ashburn,VA,20147,7039293544,,jonesey@yahoo.com,,
"Jones, Sue","48 Macintosh Lane",Ashburn,VA,20147,7033171877,,jonesey@yahoo.com,01-09-12,
"Jones, Susan","5 thornhurst rd",Ashburn,VA,20147,7037817946,,jonesey@yahoo.com,11-07-01,
"Jones, Susan","48 Old Blue Point Rd",Ashburn,VA,20147,7038830238,,jonesey@yahoo.com,,"Former shift volunteer; now for special projects"
"Jones, Susan","317 East Main St.",Ashburn,VA,20147,7034154788,,jonesey@yahoo.com,15-08-21,
"Jones, Susan and Dennis","19 Lynwood Road",Ashburn,VA,20147,7039391240,,jonesey@yahoo.com,,
"Jones, Suzanne","6 Oakmont Drive",Ashburn,VA,20147,7038999578,,jonesey@yahoo.com,,
"Jones, Suzanne","127 Harriet St",Ashburn,VA,20147,7037592753,,jonesey@yahoo.com,,"On leave as of fall 2014--new job, hopes to help out again when time allows"
"Jones, Suzanne","148 Ferry Road",Ashburn,VA,20147,7037018778,,jonesey@yahoo.com,,
"Jones, Tara","244 Patterson Road",Ashburn,VA,20147,7032722318,,jonesey@yahoo.com,,
"Jones, Taylor","89 Spring Street",Ashburn,VA,20147,7034754529,,jonesey@yahoo.com,,"USM student"
"Jones, Thorne","37 Oak St",Ashburn,VA,20147,7034439654,,jonesey@yahoo.com,09-09-09,"On leave until April 2016"
"Jones, Tom","28 Gray Road",Ashburn,VA,20147,7032391994,,jonesey@yahoo.com,,
"Jones, Torrey","75 Clinton Street",Ashburn,VA,20147,7038280724,,jonesey@yahoo.com,14-11-07,
"Jones, Vickie","PO Box 50",Ashburn,VA,20147,7033180302,,jonesey@yahoo.com,,"Doesn't check email often, call to contact"
"Jones, Vida","P.O Box 249",Ashburn,VA,20147,7032294221,,jonesey@yahoo.com,,
"Jones, Volunteer","38 Johnson Rd.",Ashburn,VA,20147,7037806282,,jonesey@yahoo.com,16-05-30,
"Jones, Wendy","435 Summit Hill Road",Ashburn,VA,20147,7038903671,,jonesey@yahoo.com,,
"Jones, Wes","25 green st",Ashburn,VA,20147,7037399331,,jonesey@yahoo.com,16-03-09,"last emailed on 03/30/16"
"Jones, Zeynep","32 Fairview St.",Ashburn,VA,20147,7034206343,,jonesey@yahoo.com,15-02-17,"New job summer 2015, not sure if she'll have time"
